Gaia	164.00601562942	6.18534017579	-22.852	-7.293	0.3619999885559082	0.3799999952316284	0	1	1
Gaia	164.0017959256	6.19881303105	-40.054	-15.557	0.2639999985694885	0.38100001215934753	0	1	0
Gaia	164.00696508018	6.20515804612	-2.009	-6.15	0.23100000619888306	0.2240000069141388	0	1	0
Gaia	164.02918271601	6.18323952414	-40.909	22.811	0.7429999709129333	0.8080000281333923	0	1	0
Gaia	163.98048758438	6.1795505171	0.527	2.169	0.47600001096725464	0.41100001335144043	0	1	0
Gaia	164.01079886994	6.21172585269	-0.891	9.62	0.5329999923706055	0.4959999918937683	0	1	0
Gaia	164.00643050924	6.1553008275	-2.33	-2.553	0.06599999964237213	0.0560000017285347	0	1	0
Gaia	163.9809663095	6.20601408869	-8.516	1.406	0.3190000057220459	0.33500000834465027	0	1	0
Gaia	163.98509572571	6.16008474008	-53.559	-8.246	0.16500000655651093	0.14399999380111694	0	1	0
GaiaApsis	164.00601562942	6.18534017579	0.0	0.0	0.0	0.0	1	0	1
GaiaApsis	164.0017959256	6.19881303105	0.0	0.0	0.0	0.0	1	0	0
GaiaApsis	164.00696508018	6.20515804612	0.0	0.0	0.0	0.0	1	0	0
GaiaApsis	164.02918271601	6.18323952414	0.0	0.0	0.0	0.0	1	0	0
GaiaApsis	163.98048758438	6.1795505171	0.0	0.0	0.0	0.0	1	0	0
GaiaApsis	164.01079886994	6.21172585269	0.0	0.0	0.0	0.0	1	0	0
GaiaApsis	164.00643050924	6.1553008275	0.0	0.0	0.0	0.0	1	0	0
GaiaApsis	163.9809663095	6.20601408869	0.0	0.0	0.0	0.0	1	0	0
GaiaApsis	163.98509572571	6.16008474008	0.0	0.0	0.0	0.0	1	0	0
Hipparcos	164.00617926	6.18538436	0.0	0.0	0.0	0.0	1	1	0
