Gaia	0	GaiaApsis	0
Gaia	1	GaiaApsis	1
Gaia	2	GaiaApsis	2
Gaia	3	GaiaApsis	3
Gaia	4	GaiaApsis	4
Gaia	5	GaiaApsis	5
Gaia	6	GaiaApsis	6
Gaia	7	GaiaApsis	7
Gaia	8	GaiaApsis	8
Gaia	0	Hipparcos	0
GaiaApsis	0	Gaia	0
GaiaApsis	1	Gaia	1
GaiaApsis	2	Gaia	2
GaiaApsis	3	Gaia	3
GaiaApsis	4	Gaia	4
GaiaApsis	5	Gaia	5
GaiaApsis	6	Gaia	6
GaiaApsis	7	Gaia	7
GaiaApsis	8	Gaia	8
GaiaApsis	0	Hipparcos	0
Hipparcos	0	Gaia	0
Hipparcos	0	GaiaApsis	0
