#DM	RA	Dec	U	B1	B	B2	V2	V1	V	G
-34.12239 	268.594	-34.8717	7.405	6.933	6.078	7.6	-99.999	7.738	 7.048	8.229
-34.12244 	268.613	-34.455	6.77	6.051	5.185	6.694	-99.999	6.781	 6.085	7.251
-34.12243 	268.617	-34.7717	10.371	9.758	8.804	10.226	-99.999	10.194	 9.491	10.625
          	268.642	-34.7381	11.732	11.4	10.387	11.757	-99.999	11.478	10.759	11.827
          	268.642	-34.7547	12.152	11.858	10.828	12.222	-99.999	11.905	11.177	12.239
          	268.664	-34.5544	11.361	10.91	9.935	11.324	-99.999	11.114	10.390	11.476
-34.12248 	268.667	-34.7378	10.354	9.711	8.759	10.176	-99.999	10.168	 9.466	10.596
-34.12245 	268.668	-34.8544	9.87	9.217	8.287	9.729	-99.999	9.732	 9.029	10.168
          	268.67	-34.9378	11.919	11.627	10.602	11.987	-99.999	11.687	10.960	12.014
          	268.69	-34.6375	11.116	10.571	9.593	11	-99.999	10.828	10.102	11.198
-34.12253 	268.714	-34.5372	7.536	6.901	6.03	7.538	-99.999	7.622	 6.928	8.09
-34.12254 	268.717	-34.7539	8.983	8.392	7.494	8.977	-99.999	9.052	 8.359	9.527
          	268.718	-34.8372	10.315	9.675	8.726	10.155	-99.999	10.137	 9.426	10.568
          	268.719	-34.8872	12.454	12.168	11.14	12.483	-99.999	12.149	11.408	12.445
-34.12251 	268.72	-34.9872	10.744	10.174	9.202	10.62	-99.999	10.53	 9.821	10.937
-35.12053 	268.722	-35.0872	8.587	8.004	7.118	8.61	-99.999	8.696	 7.997	9.173
-39.11995 	268.79	-39.5536	10.017	9.756	8.738	10.093	-99.999	9.833	 9.094	10.168
-54.08564 	269.108	-54.3853	7.641	7.426	6.573	8.098	-99.999	8.234	 7.538	8.723
-34.12256 	268.738	-34.4369	11.082	10.703	9.829	11.318	-99.999	11.341	10.635	11.776
+06.03566 	268.321	6.11111	6.596	6.317	5.318	6.698	-99.999	6.481	 5.756	6.835
          	268.768	-34.82	12.05	11.738	10.717	12.083	-99.999	11.791	11.052	12.111
-34.12257 	268.77	-34.97	10.32	9.682	8.733	10.155	-99.999	10.122	 9.429	10.538
-36.12008 	268.792	-36.47	6.768	6.037	5.166	6.675	-99.999	6.738	 6.035	7.193
-34.12261 	268.795	-34.9531	11.022	10.458	9.461	10.843	-99.999	10.711	10.000	11.089
+27.02905 	268.145	27.1606	8.176	7.672	6.699	8.092	-99.999	8.014	 7.294	8.407
-34.12270 	268.813	-34.4697	11.173	10.632	9.649	11.036	-99.999	10.877	10.154	11.237
-34.12224 	268.819	-34.9197	11.388	10.625	9.695	11.14	-99.999	11.127	10.416	11.538
-20.04907 	268.67	-21.0203	12.309	11.117	9.625	10.669	-99.999	9.526	 8.701	9.543
-24.13615 	268.714	-24.8867	5.53	6.034	5.224	6.791	-99.999	6.859	 6.156	7.31
-34.12263 	268.836	-34.3528	9.032	8.982	8.12	9.625	-99.999	9.573	 8.874	10.003
-42.12634 	269.012	-42.3183	7.773	7.08	6.121	7.534	-99.999	7.476	 6.762	7.879
-30.14934 	268.884	-30.5519	8.628	8.88	8.022	9.524	-99.999	9.294	 8.575	9.659
-52.10927 	269.323	-52.1997	11.281	10.626	9.64	11.047	-99.999	10.907	10.196	11.31
-44.12201 	269.2	-44.3333	7.791	6.846	5.41	6.482	-99.999	5.637	 4.844	5.769
+11.03283 	268.571	11.1472	7.23	6.849	5.847	7.22	-99.999	6.985	 6.255	7.329
-32.13517 	269.06	-32.4669	6.929	7.099	6.196	7.651	-99.999	7.304	 6.567	7.605
-45.12035 	269.303	-45.7658	13.193	12.431	11.054	12.168	-99.999	11.485	10.694	11.591
+68.00963 	267.355	68.675	7.826	7.236	6.268	7.655	-99.999	7.622	 6.909	8.038
-40.12001 	269.253	-40.2992	10.175	8.873	7.283	8.276	-99.999	7.267	 6.451	7.317
-52.10931 	269.515	-52.8144	9.377	8.987	8.131	9.656	-99.999	9.769	 9.064	10.237
-18.04686 	268.995	-18.8003	7.095	6.472	5.566	7.044	-99.999	7.147	 6.447	7.625
          	268.994	-16.3	12.224	12.139	11.124	12.494	-99.999	12.033	11.295	12.322
-16.04657 	268.995	-16.4	11.956	11.25	10.313	11.766	-99.999	11.602	10.886	11.99
-21.04779 	269.08	-21.9497	7.439	6.916	6.002	7.467	-99.999	7.538	 6.838	8.006
          	268.955	-7.6	14.572	13.886	12.458	13.584	-99.999	12.824	12.011	12.861
-28.13878 	269.178	-28.0656	6.528	5.99	5.042	6.477	-99.999	6.467	 5.758	6.904
+20.03603 	268.7	20.2822	10.516	10.353	9.415	10.829	-99.999	10.584	 9.856	10.933
-15.04722 	269.063	-15.7994	6.461	5.891	4.996	6.487	-99.999	6.613	 5.921	7.099
-19.04755 	269.099	-19.1492	12.379	11.539	10.189	11.314	-99.999	10.352	 9.558	10.461
-41.12231 	269.452	-41.7139	9.275	7.731	6.026	6.977	-99.999	5.702	 4.871	5.712
-45.12052 	269.521	-45.4469	8.733	8.128	7.164	8.58	-99.999	8.492	 7.770	8.878
-50.11653 	269.633	-50.5964	9.975	9.377	8.384	9.78	-99.999	9.574	 8.847	9.928
-19.04760 	269.174	-19.1486	12.996	11.952	10.536	11.62	-99.999	10.511	 9.691	10.568
-18.04705 	269.223	-18.9981	13.245	12.118	10.664	11.714	-99.999	10.511	 9.686	10.539
-23.13678 	269.278	-23.9311	11.86	10.074	8.321	9.262	-99.999	7.507	 6.628	7.38
-39.12058 	269.484	-39.13	6.726	6.177	5.307	6.82	-99.999	6.958	 6.266	7.458
-51.11279 	269.734	-51.6122	11.715	11.094	9.815	10.966	-99.999	10.405	 9.630	10.573
-30.14987 	269.39	-31.0139	8.045	8.46	7.611	9.119	-99.999	8.98	 8.254	9.347
+00.03813 	269.074	0.684722	5.546	5.782	4.948	6.491	-99.999	6.511	 5.803	6.966
-18.04710 	269.272	-18.9808	12.422	11.5	10.118	11.219	-99.999	10.222	 9.420	10.326
-61.06087 	270.115	-61.6936	12.636	11.915	10.513	11.587	-99.999	10.883	10.085	10.943
+26.03120 	268.859	26.0506	6.86	5.815	4.869	6.296	-99.999	6.148	 5.425	6.526
-04.04376 	269.195	-4.08083	8.207	7.34	5.954	7.056	-99.999	6.224	 5.434	6.373
-18.04723 	269.347	-18.9469	9.612	9.282	8.141	9.398	-99.999	8.932	 8.179	9.179
+88.00105 	245.697	88.6036	10.224	9.654	8.459	9.653	-99.999	9.088	 8.331	9.318
-30.15000 	269.503	-30.0625	7.56	7.431	6.604	8.153	-99.999	8.299	 7.602	8.778
-52.10944 	269.904	-52.4106	11.125	10.209	8.826	9.915	-99.999	9.107	 8.318	9.254
-21.04791 	269.428	-21.7294	13.094	12.164	10.648	11.657	-99.999	10.805	 9.979	10.799
-40.12023 	269.683	-40.595	9.409	8.767	7.804	9.214	-99.999	9.186	 8.477	9.598
+00.03816 	269.28	0.07	6.666	6.037	5.114	6.568	-99.999	6.632	 5.926	7.083
+06.03578 	269.243	6.50333	6.485	6.144	5.299	6.835	-99.999	6.959	 6.261	7.438
-18.04735 	269.497	-18.9119	13.308	12.115	10.606	11.635	-99.999	10.625	 9.807	10.673
-36.12060 	269.723	-36.8608	7.712	7.154	5.927	7.129	-99.999	6.498	 5.735	6.724
-28.13936 	269.661	-28.7611	5.644	5.729	4.915	6.481	-99.999	6.663	 5.974	7.175
-30.15026 	269.704	-30.1439	10.867	10.51	9.336	10.578	-99.999	10.084	 9.325	10.314
-36.12064 	269.799	-36.9269	7.717	7.128	6.222	7.694	-99.999	7.787	 7.088	8.267
-55.08408 	270.178	-55.0417	10.812	10.141	9.144	10.523	-99.999	10.375	 9.655	10.763
-30.15035 	269.78	-30.2433	8.888	7.697	6.127	7.145	-99.999	5.821	 4.991	5.847
-36.12072 	269.86	-36.0094	6.667	7.179	6.363	7.917	-99.999	7.995	 7.295	8.457
+11.03299 	269.372	11.055	7.099	6.405	5.499	6.978	-99.999	7.021	 6.320	7.479
-34.23092 	270.11	-48.475	15.746	14.661	13.21	14.254	-99.999	13.11	12.300	13.138
          	269.463	4.40556	13.273	12.299	10.791	11.813	-99.999	10.34	 9.524	10.43
          	269.466	4.10556	11.314	11.083	10.031	11.358	-99.999	10.935	10.196	11.226
-22.04475 	269.735	-22.3933	9.66	9.484	8.472	9.842	-99.999	9.517	 8.787	9.837
-22.04474 	269.737	-22.51	6.828	7.191	6.339	7.848	-99.999	7.695	 6.978	8.087
-30.15040 	269.836	-30.6594	8.545	8.32	7.462	8.983	-99.999	9.169	 8.467	9.606
+01.03547 	269.52	1.10583	12.776	11.961	10.953	12.321	-99.999	11.947	11.200	12.252
-13.04807 	269.66	-13.0769	10.537	10.412	9.387	10.737	-99.999	10.369	 9.618	10.647
-42.12713 	270.068	-42.6081	10.11	9.559	8.685	10.183	-99.999	10.319	 9.612	10.755
+03.03546 	269.567	3.92306	8.905	8.891	8.049	9.579	-99.999	9.694	 8.996	10.182
-22.04478 	269.861	-22.4586	7.056	7.469	6.645	8.189	-99.999	8.136	 7.434	8.567
-09.04632 	269.752	-9.77583	5.687	4.917	3.606	4.748	-99.999	4.084	 3.311	4.293
-40.12062 	270.128	-40.3239	9.914	9.833	9.004	10.559	-99.999	10.788	10.094	11.28
-65.03573 	270.855	-65.0872	8.125	8.086	7.27	8.82	-99.999	9.03	 8.337	9.532
-23.13731 	269.952	-23.8078	5.222	4.579	3.725	5.252	-99.999	5.41	 4.717	5.908
+14.03374 	269.587	14.5239	8.04	7.413	6.508	7.988	-99.999	8.072	 7.368	8.556
+29.03156 	269.444	29.2567	5.812	5.173	3.907	5.106	-99.999	4.477	 3.703	4.7
-28.13994 	270.085	-28.6069	9.009	9.393	8.543	10.069	-99.999	9.962	 9.249	10.367
-20.04940 	270.012	-20.3406	9.555	8.497	7.031	8.089	-99.999	7.015	 6.204	7.085
-29.14322 	270.125	-29.8233	7.059	7.405	6.583	8.13	-99.999	8.118	 7.417	8.562
-50.11684 	270.499	-50.1714	9.085	8.923	8.083	9.606	-99.999	9.782	 9.080	10.236
+51.02282 	269.156	51.4889	6.382	4.897	3.239	4.209	-99.999	3.084	 2.256	3.097
-04.04384 	269.903	-4.8075	10	8.524	6.869	7.844	-99.999	6.677	 5.844	6.677
-30.15090 	270.18	-30.2061	11.638	11.144	9.887	11.071	-99.999	10.524	 9.746	10.71
+30.03093 	269.632	30.175	5.545	4.871	3.904	5.319	-99.999	5.138	 4.404	5.497
+13.03498 	269.818	13.9094	8.168	7.909	7.055	8.582	-99.999	8.704	 8.001	9.189
-52.10962 	270.685	-52.6364	10.553	9.91	8.988	10.452	-99.999	10.478	 9.777	10.94
-32.13617 	270.339	-32.7381	9.414	8.865	7.994	9.49	-99.999	9.572	 8.873	10.04
-49.11885 	270.636	-49.62	8.084	8.077	7.248	8.79	-99.999	8.959	 8.266	9.462
-18.04753 	270.197	-18.9719	9.792	9.382	8.492	9.942	-99.999	9.857	 9.135	10.224
-20.04944 	270.245	-21.005	9.249	8.652	7.741	9.198	-99.999	9.217	 8.496	9.586
-45.12122 	270.601	-45.6697	9.599	8.916	7.953	9.367	-99.999	9.342	 8.633	9.774
-36.12115 	270.466	-36.3703	6.337	6.148	5.307	6.844	-99.999	6.98	 6.285	7.469
+00.03832 	270.075	0.627778	7.255	6.517	5.585	7.025	-99.999	7.063	 6.351	7.491
-03.04217 	270.117	-3.68861	5.425	5.084	4.103	5.501	-99.999	5.328	 4.604	5.704
-28.14025 	270.386	-28.7206	11.474	10.902	9.635	10.802	-99.999	10.243	 9.478	10.432
-32.13623 	270.439	-32.7203	8.852	9.007	8.086	9.503	-99.999	9.533	 8.755	9.559
+04.03570 	270.063	4.37806	3.998	4.436	3.631	5.195	-99.999	5.34	 4.644	5.819
-33.12743 	270.504	-33.8197	10.06	9.798	8.954	10.481	-99.999	10.597	 9.899	11.06
+16.03335 	270.013	16.7614	7.684	6.721	5.281	6.351	-99.999	5.456	 4.666	5.597
+02.03458 	270.152	2.92861	3.717	3.827	3.015	4.581	-99.999	4.653	 3.959	5.129
+02.03459 	270.152	2.92861	7.792	7.933	7.108	8.659	-99.999	8.792	 8.096	9.275
-17.04987 	270.353	-17.1703	10.693	9.264	7.624	8.611	-99.999	7.137	 6.278	7.066
-22.04500 	270.407	-22.12	6.926	7.369	6.566	8.133	-99.999	8.219	 7.516	8.688
-22.04503 	270.465	-22.7694	5.019	5.504	4.713	6.292	-99.999	6.406	 5.711	6.887
+14.03384 	270.11	14.7122	10.417	10.212	9.117	10.41	-99.999	9.98	 9.226	10.247
-59.07218 	271.19	-59.1992	8.036	7.737	6.661	7.969	-99.999	7.61	 6.869	7.91
          	271.19	-59.1992	14.712	14.106	12.882	14.017	-99.999	13.128	12.324	13.225
+45.02635 	269.715	45.4606	6.661	6.29	5.449	6.965	-99.999	7.207	 6.508	7.679
+06.03597 	270.22	6.26278	5.768	6.072	5.274	6.855	-99.999	7.027	 6.332	7.529
-19.04800 	270.474	-19.1025	7.381	7.708	6.85	8.366	-99.999	8.169	 7.448	8.548
+19.03494 	270.109	19.5125	6.462	6.274	5.449	7.003	-99.999	7.187	 6.496	7.687
-87.00274 	283.741	-87.6044	8.726	7.502	5.964	6.993	-99.999	6.084	 5.285	6.178
+11.03313 	270.247	11.0633	10.304	9.981	8.837	10.082	-99.999	9.637	 8.883	9.885
-23.13804 	270.592	-23.0183	6.822	7.338	6.538	8.105	-99.999	8.209	 7.518	8.684
-45.12143 	270.929	-45.8333	11.104	10.807	9.641	10.896	-99.999	10.41	 9.653	10.65
-49.11898 	271.014	-49.7661	9.871	9.436	8.57	10.084	-99.999	10.192	 9.498	10.681
-22.04510 	270.616	-22.9014	9.894	8.487	7.462	8.796	-99.999	8.034	 7.241	8.133
-45.12146 	270.966	-45.1661	8.005	7.636	6.799	8.34	-99.999	8.486	 7.793	8.977
+01.03560 	270.443	1.31472	5.014	4.38	3.5	5.003	-99.999	5.123	 4.422	5.601
-20.04952 	270.667	-20.7342	6.517	6.785	5.954	7.493	-99.999	7.481	 6.775	7.915
-24.13793 	270.707	-24.2839	6.882	6.035	5.023	6.394	-99.999	6.113	 5.374	6.421
-37.12124 	270.912	-37.7328	9.469	8.877	7.914	9.326	-99.999	9.295	 8.577	9.716
-22.04516 	270.764	-22.7167	5.989	6.494	5.698	7.281	-99.999	7.403	 6.710	7.896
-51.11338 	271.236	-51.6978	9.433	9.115	8.268	9.794	-99.999	9.887	 9.190	10.374
-49.11908 	271.228	-49.2642	9.841	9.413	8.543	10.046	-99.999	10.141	 9.443	10.613
-75.01410 	272.819	-75.8731	9.088	7.972	6.479	7.516	-99.999	6.654	 5.860	6.758
+04.03574 	270.637	4.45028	10.808	10.297	9.057	10.248	-99.999	9.708	 8.939	9.903
-08.04549 	270.761	-8.1825	5.645	5.251	4.268	5.653	-99.999	5.473	 4.746	5.836
          	270.761	-8.1825	12.759	12.395	11.262	12.53	-99.999	11.991	11.243	12.238
+04.03576 	270.662	4.48389	11.956	11.712	10.605	11.917	-99.999	11.446	10.686	11.707
-24.13814 	270.958	-24.3647	5.273	5.803	5.001	6.567	-99.999	6.638	 5.941	7.084
-44.12307 	271.258	-44.7467	11.721	11.353	10.162	11.387	-99.999	10.873	10.102	11.075
-39.12183 	271.195	-39.7803	9.805	9.632	8.786	10.312	-99.999	10.538	 9.840	11.002
-53.08923 	271.489	-53.6956	13.824	12.926	11.474	12.531	-99.999	11.85	11.038	11.897
-22.04533 	270.99	-22.8311	6.472	6.946	6.146	7.717	-99.999	7.806	 7.109	8.272
-24.13826 	271.056	-24.1806	9.22	8.651	7.659	9.033	-99.999	8.41	 7.637	8.579
-35.12229 	271.209	-35.8964	8.905	7.916	6.494	7.567	-99.999	6.764	 5.978	6.91
-64.03796 	271.976	-64.5428	9.665	8.552	7.054	8.096	-99.999	7.201	 6.399	7.303
-51.11348 	271.537	-51.7447	7.641	6.606	5.704	7.181	-99.999	7.16	 6.454	7.59
+22.03260 	270.62	22.9342	5.822	5.955	5.145	6.705	-99.999	6.9	 6.202	7.407
+26.03151 	270.605	26.3678	8.666	8.197	7.016	8.235	-99.999	7.757	 6.996	7.986
+08.03567 	270.848	8.41917	7.941	7.305	6.386	7.856	-99.999	7.905	 7.202	8.366
-29.14447 	271.247	-29.5789	6.559	5.816	4.666	5.924	-99.999	5.402	 4.644	5.644
-68.03050 	272.316	-68.0906	11.623	11.062	9.811	10.985	-99.999	10.443	 9.670	10.639
-24.13853 	271.237	-24.6789	6.621	7.092	6.3	7.876	-99.999	8.002	 7.307	8.477
+19.03508 	270.808	19.5858	6.932	6.331	5.456	6.963	-99.999	7.09	 6.391	7.576
-62.05792 	272.07	-62.3581	8.837	8.583	7.585	8.969	-99.999	8.73	 8.008	9.089
-63.04292 	272.131	-63.6578	5.268	4.626	3.653	5.067	-99.999	5.047	 4.331	5.473
-24.13864 	271.283	-24.395	6.334	6.804	5.987	7.541	-99.999	7.548	 6.840	7.976
-36.12201 	271.494	-36.5769	11.018	10.962	9.952	11.31	-99.999	10.936	10.186	11.22
-23.13879 	271.342	-23.0111	10.946	10.911	9.898	11.241	-99.999	10.629	 9.854	10.779
          	271.205	-7.57833	17.1	15.482	14.13	15.206	-99.999	13.581	12.753	13.498
-23.13881 	271.375	-23.7108	7.581	8.023	7.2	8.747	-99.999	8.775	 8.076	9.233
-30.15215 	271.458	-30.4269	5.232	4.562	3.27	4.431	-99.999	3.749	 2.975	3.947
+01.03578 	271.162	1.92194	5.403	5.928	5.134	6.72	-99.999	6.818	 6.118	7.298
-36.12214 	271.586	-36.0261	7.02	6.782	5.727	7.044	-99.999	6.687	 5.948	6.991
-43.12272 	271.708	-43.4256	5.683	5.168	4.213	5.642	-99.999	5.614	 4.907	6.043
+03.03579 	271.169	3.80528	10.306	9.222	7.953	9.125	-99.999	8.107	 7.308	8.219
-03.04233 	271.26	-3.0275	12.698	11.716	10.268	11.306	-99.999	10.178	 9.356	10.173
-24.13880 	271.506	-24.1928	7.202	7.64	6.822	8.371	-99.999	8.391	 7.691	8.823
-73.01888 	273.157	-73.6681	6.793	6.477	5.455	6.821	-99.999	6.579	 5.845	6.916
-46.12117 	271.876	-46.8908	8.903	8.564	7.471	8.768	-99.999	8.377	 7.634	8.675
-26.12802 	271.581	-26.2756	10.096	9.851	8.792	10.112	-99.999	9.747	 9.009	10.049
+00.03850 	271.347	0.923611	10.716	10.337	9.266	10.573	-99.999	10.171	 9.425	10.457
-14.04880 	271.497	-14.1922	8.283	8.506	7.607	9.074	-99.999	8.657	 7.916	8.942
+02.03482 	271.356	2.52389	5.827	5.363	4.135	5.332	-99.999	4.787	 4.016	4.981
+04.03589 	271.41	4.67444	7.831	7.619	6.57	7.9	-99.999	7.537	 6.795	7.841
-08.04558 	271.538	-8.325	6.28	5.979	5.099	6.59	-99.999	6.529	 5.815	6.935
-45.12210 	272.046	-45.4392	10.492	9.854	8.892	10.303	-99.999	10.221	 9.503	10.611
-04.04395 	271.553	-4.75806	7.987	7.296	6.005	7.157	-99.999	6.528	 5.749	6.713
-00.03414 	271.527	0.458611	8.764	7.961	6.689	7.861	-99.999	7.118	 6.337	7.279
-38.12492 	271.975	-38.5725	6.81	6.987	6.189	7.769	-99.999	8.018	 7.329	8.548
+12.03382 	271.438	12.0083	8.445	7.858	6.863	8.245	-99.999	8.168	 7.449	8.565
+12.03383 	271.438	12.0083	7.471	6.844	5.883	7.31	-99.999	7.232	 6.506	7.626
+12.03383 	271.438	12.0083	8.058	7.387	6.455	7.894	-99.999	7.788	 7.069	8.181
-45.12215 	272.128	-45.7717	5.886	5.87	5.047	6.606	-99.999	6.803	 6.112	7.308
-59.07231 	272.484	-59.0367	10.53	9.064	7.392	8.35	-99.999	7.197	 6.374	7.215
-62.05797 	272.603	-62.0028	6.54	6.28	5.23	6.555	-99.999	6.2	 5.463	6.512
-21.04855 	271.8	-21.4397	5.81	6.219	5.395	6.938	-99.999	6.937	 6.234	7.382
          	271.586	2.0425	12.391	12.126	11.069	12.396	-99.999	11.966	11.216	12.244
          	271.797	-18.9064	12.99	12.206	10.783	11.847	-99.999	11.132	10.323	11.191
-27.12426 	271.895	-27.4725	12.264	11.846	10.646	11.853	-99.999	11.356	10.595	11.574
-21.04858 	271.847	-21.1894	10.043	9.201	7.98	9.174	-99.999	8.44	 7.669	8.601
-15.04821 	271.811	-15.5561	10.346	9.777	8.864	10.313	-99.999	10.165	 9.447	10.529
-46.12139 	272.268	-46.5036	10.418	10.116	9.255	10.765	-99.999	10.957	10.254	11.421
-51.11384 	272.373	-51.17	9.342	9.007	8.142	9.651	-99.999	9.773	 9.068	10.258
-21.04861 	271.929	-21.8553	12.645	11.135	9.43	10.392	-99.999	8.978	 8.124	8.917
-42.12921 	272.219	-42.6539	6.81	6.814	5.997	7.558	-99.999	7.776	 7.084	8.29
+22.03273 	271.503	22.2261	9.426	7.837	6.186	7.162	-99.999	5.826	 5.002	5.884
-28.14174 	272.033	-28.4547	6.787	6.013	4.762	5.951	-99.999	5.314	 4.547	5.522
-47.12080 	272.394	-47.7525	9.087	8.752	7.91	9.446	-99.999	9.614	 8.924	10.123
-17.05028 	271.978	-17.1544	8.232	7.353	5.976	7.079	-99.999	6.294	 5.513	6.456
-19.04854 	272.002	-19.4044	10.751	10.651	9.507	10.787	-99.999	10.562	 9.781	10.672
-58.07347 	272.765	-58.5006	11.071	10.489	9.249	10.437	-99.999	9.838	 9.067	10.038
+08.03582 	271.82	8.72861	6.837	6.161	4.888	6.052	-99.999	5.411	 4.648	5.627
-21.04864 	272.123	-21.2533	7.258	7.87	6.601	7.725	-99.999	8.52	 7.641	8.153
-31.15155 	272.243	-31.1528	8.298	7.888	7.031	8.554	-99.999	8.668	 7.977	9.16
+09.03564 	271.837	9.56222	4.471	3.845	2.914	4.368	-99.999	4.417	 3.714	4.875
-21.04866 	272.15	-21.4531	8.486	7.569	6.562	7.927	-99.999	7.28	 6.506	7.474
-36.12265 	272.345	-36.6689	5.868	6.316	5.518	7.101	-99.999	7.228	 6.536	7.718
-25.12793 	272.221	-25.4692	6.554	6.573	5.744	7.286	-99.999	7.395	 6.704	7.868
-45.12239 	272.53	-45.9011	7.778	7.33	6.473	7.999	-99.999	8.16	 7.467	8.663
-10.04616 	272.085	-10.5531	8.853	8.17	7.202	8.623	-99.999	8.52	 7.806	8.927
-50.11756 	272.652	-50.3336	12.083	11.603	10.376	11.575	-99.999	11.049	10.286	11.25
+15.03364 	271.847	15.9625	9.887	9.607	8.508	9.799	-99.999	9.409	 8.659	9.697
          	271.988	1.87972	11.84	11.661	10.699	12.111	-99.999	11.83	11.103	12.175
-70.02507 	273.6	-70.7456	6.728	6.524	5.691	7.239	-99.999	7.389	 6.691	7.894
+15.03367 	271.872	15.9461	11.427	10.307	8.83	9.874	-99.999	8.976	 8.172	9.073
+09.03567 	271.934	9.84639	6.691	6.536	5.697	7.237	-99.999	7.348	 6.655	7.823
-26.12862 	272.329	-26.1017	8.734	8.522	7.449	8.764	-99.999	8.359	 7.606	8.631
+30.03128 	271.752	30.5625	5.951	5.752	4.744	6.111	-99.999	5.807	 5.064	6.124
+13.03529 	271.952	13.0633	7.309	6.585	5.706	7.202	-99.999	7.289	 6.585	7.743
-22.04585 	272.316	-22.9014	9.744	9.211	7.987	9.175	-99.999	8.661	 7.900	8.883
-24.13962 	272.329	-24.0014	6.927	7.367	6.539	8.077	-99.999	8.04	 7.331	8.459
-15.04832 	272.261	-15.535	10.419	9.73	8.755	10.159	-99.999	10.06	 9.338	10.43
-28.14205 	272.41	-28.6342	11.747	11.329	10.11	11.325	-99.999	10.775	10.015	10.983
-24.13971 	272.387	-24.6675	9.112	8.915	8.053	9.557	-99.999	9.602	 8.893	10.022
-32.13814 	272.489	-32.7172	8.694	8.016	6.718	7.875	-99.999	7.167	 6.396	7.355
-43.12322 	272.66	-43.5497	10.711	9.936	8.981	10.412	-99.999	10.277	 9.566	10.684
-47.12098 	272.764	-47.5156	8.969	8.034	6.616	7.695	-99.999	6.863	 6.076	7.013
+28.02925 	271.875	28.7636	4.339	3.684	2.826	4.371	-99.999	4.525	 3.826	5.03
+02.03503 	272.158	2.415	9.079	8.55	7.675	9.165	-99.999	9.219	 8.519	9.653
-30.15316 	272.512	-30.7333	7.704	7.019	5.766	6.944	-99.999	6.282	 5.507	6.47
-40.12228 	272.651	-40.1994	10.214	9.547	8.592	10.01	-99.999	9.967	 9.250	10.376
-09.04656 	272.299	-9.45111	11.962	11.404	10.13	11.282	-99.999	10.717	 9.940	10.88
-19.04871 	272.427	-19.3669	8.495	8.388	7.53	9.047	-99.999	9.052	 8.341	9.483
-45.12251 	272.806	-45.9483	6.804	6.114	4.815	5.96	-99.999	5.277	 4.504	5.484
-85.00478 	279.683	-85.715	9.167	8.91	7.856	9.187	-99.999	8.847	 8.105	9.166
-12.04935 	272.375	-12.0336	13.725	12.784	11.273	12.297	-99.999	11.321	10.491	11.287
+14.03427 	272.139	14.2819	7.309	6.554	5.607	7.032	-99.999	7.056	 6.337	7.483
-13.04863 	272.419	-13.9333	9.913	8.759	7.241	8.277	-99.999	7.193	 6.375	7.244
-41.12491 	272.771	-41.365	6.695	6.19	5.229	6.648	-99.999	6.553	 5.842	6.963
-33.12913 	272.68	-33.9153	10.047	9.119	7.706	8.77	-99.999	7.944	 7.154	8.075
-44.12396 	272.855	-44.5811	7.759	7.859	7.048	8.618	-99.999	8.817	 8.122	9.321
-51.11409 	273.01	-51.6469	7.799	7.842	7.019	8.579	-99.999	8.774	 8.078	9.264
-51.11411 	273.033	-51.5803	10.319	9.624	8.659	10.072	-99.999	10.016	 9.305	10.424
-08.04566 	272.442	-8.78278	10.014	9.456	8.341	9.615	-99.999	8.891	 8.125	9.072
-21.04879 	272.573	-21.3156	9.944	9.205	8.261	9.689	-99.999	9.313	 8.568	9.601
-43.12331 	272.892	-43.9308	9.833	9.703	8.87	10.407	-99.999	10.591	 9.892	11.088
-65.03637 	273.596	-65.8272	10.591	10.209	9.076	10.342	-99.999	9.91	 9.163	10.19
+20.03674 	272.17	20.8158	3.624	3.953	3.173	4.778	-99.999	5.032	 4.336	5.564
-33.12917 	272.754	-33.7981	5.356	5.767	4.985	6.584	-99.999	6.804	 6.118	7.329
-46.12177 	272.958	-46.0469	9.041	8.536	7.685	9.218	-99.999	9.347	 8.654	9.839
+43.02892 	271.878	43.4647	7.127	6.411	5.162	6.35	-99.999	5.754	 4.980	5.974
+20.03675 	272.228	20.0331	6.021	5.274	4.34	5.791	-99.999	5.812	 5.090	6.251
+03.03610 	272.392	3.98389	6.586	6.161	5.179	6.577	-99.999	6.421	 5.696	6.789
-09.04660 	272.526	-9.68222	11.272	10.38	9.389	10.788	-99.999	10.418	 9.688	10.763
-43.12335 	272.952	-43.08	7.791	7.39	6.539	8.065	-99.999	8.236	 7.546	8.736
-46.12180 	273.022	-46.7464	11.256	10.759	9.646	10.931	-99.999	10.345	 9.585	10.579
-62.05808 	273.521	-62.9439	10.523	9.895	8.633	9.805	-99.999	9.121	 8.350	9.328
-63.04334 	273.557	-63.6939	10.241	8.913	7.308	8.297	-99.999	7.278	 6.462	7.326
+41.02988 	271.96	41.7153	11.902	10.242	8.642	9.626	-99.999	8.368	 7.567	8.491
+13.03540 	272.322	13.4836	8.531	8.321	7.486	9.022	-99.999	9.174	 8.480	9.659
-11.04547 	272.572	-11.7817	11.847	11.662	10.632	11.994	-99.999	11.552	10.796	11.824
-48.12336 	273.087	-48.5958	9.577	9.121	8.235	9.735	-99.999	9.813	 9.117	10.28
+03.03613 	272.451	3.11778	6.548	6.275	5.265	6.634	-99.999	6.388	 5.658	6.727
-16.04737 	272.649	-16.8147	7.72	8.001	7.153	8.672	-99.999	8.564	 7.853	8.975
