#DM	RA	Dec	U	B1	B	B2	V2	V1	V	G
+04.00941 	82.2013	4.78194	10.53	10.218	9.073	10.332	-99.999	9.864	 9.106	10.11
-03.01110 	82.1221	-3.46778	10.318	9.542	8.111	9.171	-99.999	8.464	 7.664	8.525
+02.00974 	82.2013	2.16528	7.018	7.066	6.246	7.814	-99.999	8.045	 7.352	8.567
+01.01026 	82.1963	1.64861	6.424	6.563	5.762	7.338	-99.999	7.576	 6.887	8.102
-04.01142 	82.14	-4.20111	9.871	9.371	8.408	9.824	-99.999	9.759	 9.045	10.17
-04.01141 	82.135	-4.70111	8.4	7.757	6.813	8.25	-99.999	8.189	 7.475	8.604
-89.22060 	81.8429	-31.4831	15.004	14.073	12.543	13.587	-99.999	12.544	11.719	12.503
-02.01260 	82.1792	-2.71806	9.366	9.003	8.149	9.671	-99.999	9.842	 9.143	10.341
-00.00964 	82.2375	0.764722	7.731	7.797	6.976	8.532	-99.999	8.749	 8.055	9.251
+00.01088 	82.2583	0.331111	9.475	8.908	7.998	9.471	-99.999	9.574	 8.878	10.06
-01.00909 	82.2383	-1.76861	9.423	8.826	7.906	9.358	-99.999	9.404	 8.700	9.859
-03.01115 	82.2233	-3.31861	6.854	6.277	5.412	6.928	-99.999	7.073	 6.381	7.569
-28.02186 	81.9525	-28.8006	13.01	12.139	10.677	11.714	-99.999	10.922	10.112	10.948
-41.01884 	81.7771	-40.9497	6.804	6.152	5.186	6.595	-99.999	6.572	 5.860	6.993
          	80.5962	-71.6275	11.632	12.252	11.45	13	-99.999	13.329	12.642	13.862
-02.01262 	82.2596	-2.15222	8.875	8.494	7.643	9.181	-99.999	9.355	 8.665	9.868
-20.01096 	82.0717	-20.7514	4.572	4.059	2.881	4.119	-99.999	3.589	 2.828	3.845
-13.01161 	82.1979	-13.5189	10.818	10.39	9.207	10.432	-99.999	9.943	 9.189	10.19
-22.01122 	82.1029	-22.435	7.813	7.583	6.536	7.872	-99.999	7.524	 6.785	7.838
+05.00934 	82.4058	5.21333	8.231	8.117	7.262	8.796	-99.999	8.896	 8.195	9.374
-00.00968 	82.3575	0.213611	8.648	8.063	7.148	8.611	-99.999	8.675	 7.973	9.141
-02.01266 	82.3363	-2.00306	9.204	8.758	7.901	9.423	-99.999	9.57	 8.880	10.071
-04.01147 	82.3088	-4.81944	10.463	10.183	9.185	10.574	-99.999	10.312	 9.580	10.648
-05.01269 	82.2996	-5.78611	7.959	7.779	6.936	8.465	-99.999	8.64	 7.949	9.138
+03.00928 	82.4104	3.12972	6.574	6.759	5.95	7.508	-99.999	7.733	 7.047	8.246
+03.00928 	82.4104	3.12972	6.597	6.801	5.988	7.564	-99.999	7.804	 7.112	8.33
          	82.4104	3.12972	9.954	9.652	8.664	10.04	-99.999	9.834	 9.111	10.183
-03.01116 	82.3471	-3.45306	8.543	7.661	6.275	7.376	-99.999	6.584	 5.799	6.745
-00.00969 	82.4071	0.179722	7.542	6.891	5.988	7.472	-99.999	7.571	 6.876	8.049
-72.00372 	80.6733	-72.3453	8.415	7.779	6.819	8.243	-99.999	8.227	 7.513	8.65
-07.01092 	82.36	-7.27	6.297	6.391	5.576	7.138	-99.999	7.36	 6.673	7.884
-16.01149 	82.2671	-16.5197	11.75	11.668	10.663	12.039	-99.999	11.709	10.960	12.02
-53.00869 	81.6946	-53.1669	11.795	11.538	10.434	11.733	-99.999	11.289	10.537	11.568
          	80.7971	-71.3458	11.788	12.444	11.587	13.034	-99.999	13.48	12.731	13.63
+15.00837 	82.6067	15.3619	6.69	6.008	5.095	6.573	-99.999	6.63	 5.929	7.088
+01.01032 	82.4725	1.77917	4.934	5.337	4.554	6.157	-99.999	6.438	 5.753	6.986
-01.00913 	82.4446	-1.10389	8.967	7.462	5.78	6.737	-99.999	5.552	 4.726	5.573
-01.00914 	82.4646	-1.65417	8.813	8.494	7.646	9.179	-99.999	9.353	 8.668	9.862
          	82.4725	-3.42111	15.394	14.374	13.014	14.083	-99.999	12.832	12.023	12.917
-37.02220 	82.0863	-37.2358	6.116	5.505	4.618	6.11	-99.999	6.252	 5.558	6.749
-59.00472 	81.5908	-58.9167	7.348	6.684	5.397	6.557	-99.999	5.893	 5.126	6.114
-76.00318 	80.3054	-75.9272	8.942	8.27	7.305	8.719	-99.999	8.607	 7.887	8.984
+64.00534 	83.7146	65.0394	8.081	7.378	6.479	7.948	-99.999	8.008	 7.305	8.469
-05.01273 	82.4829	-4.93778	10.352	9.999	9.018	10.415	-99.999	10.241	 9.516	10.614
-07.01096 	82.4562	-7.65444	9.89	9.306	8.371	9.822	-99.999	9.873	 9.168	10.336
+04.00949 	82.5958	4.19472	9.428	8.343	6.859	7.909	-99.999	7.014	 6.213	7.123
-01.00918 	82.5383	-1.755	7.658	7.457	6.619	8.155	-99.999	8.338	 7.644	8.837
+39.01328 	83.0442	40.0592	10.289	10.444	9.536	11	-99.999	10.575	 9.836	10.886
-05.01274 	82.53	-5.205	8.582	8.418	7.583	9.118	-99.999	9.311	 8.620	9.817
-06.01197 	82.5233	-5.92167	10.336	10.1	9.093	10.47	-99.999	10.17	 9.436	10.506
+51.01083 	83.2971	51.4411	8.303	7.938	7.07	8.593	-99.999	8.676	 7.986	9.142
-30.02421 	82.2854	-30.1206	9.245	8.459	7.123	8.251	-99.999	7.52	 6.746	7.704
+43.01293 	83.1575	43.7083	9.18	8.945	8.098	9.617	-99.999	9.763	 9.062	10.211
+05.00939 	82.6879	5.94389	3.797	3.867	3.046	4.63	-99.999	4.881	 4.186	5.413
          	81.2887	-67.6492	15.22	14.654	13.209	14.349	-99.999	13.572	12.774	13.733
-07.01099 	82.5833	-7.43889	5.519	5.91	5.122	6.721	-99.999	6.998	 6.315	7.545
+04.00953 	82.7504	4.66	7.875	7.841	6.989	8.521	-99.999	8.63	 7.929	9.107
-00.00977 	82.7104	0.526944	8.146	8.014	7.167	8.696	-99.999	8.895	 8.200	9.38
          	83.3037	44.8236	15.729	14.651	13.239	14.33	-99.999	13.03	12.237	13.148
+24.00846 	83.0125	24.9919	10.522	10.168	9.15	10.506	-99.999	10.212	 9.466	10.536
+03.00944 	82.7875	3.34278	7.283	7.621	6.823	8.415	-99.999	8.652	 7.962	9.185
-02.01274 	82.7325	-2.35694	8.326	8.185	7.339	8.862	-99.999	9.023	 8.336	9.526
-04.01152 	82.7142	-4.25667	8.307	7.659	6.726	8.179	-99.999	8.241	 7.533	8.698
+03.00948 	82.8121	3.29278	4.665	5.049	4.262	5.862	-99.999	6.128	 5.443	6.671
-02.01275 	82.7542	-2.70694	9.702	9.146	8.257	9.748	-99.999	9.878	 9.185	10.372
+36.01174 	83.2108	36.3239	8.105	7.512	6.542	7.931	-99.999	7.876	 7.157	8.277
-04.01154 	82.7675	-3.94056	10.525	10.154	9.139	10.498	-99.999	10.216	 9.483	10.55
-04.01153 	82.7608	-4.60722	10.492	10.124	9.117	10.489	-99.999	10.23	 9.502	10.57
-06.01204 	82.7454	-6.20722	8.672	8.173	7.277	8.749	-99.999	8.85	 8.155	9.329
-78.00181 	80.2283	-77.9117	10.717	10.355	9.175	10.404	-99.999	9.906	 9.150	10.145
+32.01024 	83.1775	32.1906	4.947	5.012	4.146	5.657	-99.999	5.468	 4.745	5.854
+09.00860 	82.92	9.22528	7.691	7.784	6.944	8.473	-99.999	8.523	 7.817	8.972
-10.01204 	82.7325	-10.0739	7.935	7.699	6.661	8.007	-99.999	7.68	 6.943	7.999
-53.00876 	82.0742	-53.8872	8.313	7.858	6.991	8.513	-99.999	8.691	 8.003	9.206
+18.00875 	83.0413	18.6078	9.826	7.902	6.199	7.165	-99.999	5.364	 4.506	5.299
+01.01045 	82.8717	1.69194	7.046	7.193	6.386	7.957	-99.999	8.201	 7.514	8.733
-02.01278 	82.8363	-1.97444	8.216	8.206	7.375	8.926	-99.999	9.137	 8.445	9.651
-03.01123 	82.8204	-3.60778	11.271	10.302	8.846	9.885	-99.999	8.791	 7.972	8.812
-06.01205 	82.7908	-6.67417	11.657	11.268	10.289	11.681	-99.999	11.516	10.779	11.879
+41.01218 	83.3792	42.1061	6.706	6.403	5.571	7.112	-99.999	7.243	 6.540	7.712
-04.01156 	82.8425	-3.94139	10.354	9.741	8.829	10.303	-99.999	10.383	 9.688	10.858
-05.01281 	82.8254	-5.70778	11.411	10.479	9.405	10.721	-99.999	10.232	 9.474	10.491
+02.00986 	82.9329	2.84139	7.095	7.256	6.443	8.011	-99.999	8.23	 7.538	8.747
-06.01207 	82.8404	-6.70806	5.55	5.837	5.04	6.628	-99.999	6.89	 6.209	7.429
-60.00424 	81.9329	-60.4203	8.473	8.119	6.969	8.223	-99.999	7.745	 6.984	7.995
-00.00981 	82.9313	0.108056	9.628	9.375	8.261	9.545	-99.999	9.116	 8.368	9.391
-01.00928 	82.9196	-1.12528	9.165	8.808	7.959	9.487	-99.999	9.643	 8.939	10.132
          	83.2662	29.3897	15.331	14.419	12.955	13.973	-99.999	12.93	12.071	12.862
+05.00951 	83.0387	6.04056	8.988	8.704	7.832	9.338	-99.999	9.401	 8.693	9.844
-20.01105 	82.77	-20.8581	6.033	5.456	4.574	6.068	-99.999	6.218	 5.526	6.714
+36.01177 	83.4133	36.4719	8.38	8.587	7.723	9.188	-99.999	8.897	 8.180	9.241
+32.01028 	83.3612	32.8056	7.208	6.576	5.649	7.102	-99.999	7.193	 6.484	7.66
-00.00982 	83.0096	0.440556	6.174	6.471	5.665	7.247	-99.999	7.497	 6.809	8.033
-00.00983 	83.0096	0.440556	1.1	1.729	0.956	2.603	-99.999	2.895	 2.213	3.447
-07.01103 	82.9371	-7.05889	7.487	7.504	6.685	8.249	-99.999	8.472	 7.783	9
+66.00401 	84.3121	66.7008	7.029	6.511	5.574	6.994	-99.999	6.96	 6.252	7.378
+34.01083 	83.4129	34.7219	7.136	6.442	5.517	6.963	-99.999	6.976	 6.266	7.419
-00.00984 	83.0358	0.573611	8.2	8.153	7.326	8.875	-99.999	9.097	 8.401	9.602
-01.00931 	83.0162	-1.45944	9.525	9.08	8.22	9.728	-99.999	9.881	 9.188	10.371
-07.01106 	82.9846	-7.30944	3.454	4.081	3.323	4.967	-99.999	5.293	 4.604	5.855
-07.01105 	82.9804	-7.72611	9.975	9.46	8.577	10.067	-99.999	10.196	 9.507	10.688
-37.02242 	82.6363	-37.2078	9.43	9.222	8.143	9.447	-99.999	9.053	 8.308	9.343
          	81.6292	-68.8364	11.387	11.996	11.153	12.669	-99.999	13.045	12.314	13.27
-01.00933 	83.065	-1.59333	7.914	8.022	7.204	8.76	-99.999	8.98	 8.286	9.468
-03.01130 	83.0458	-3.56	10.271	9.594	8.675	10.135	-99.999	10.171	 9.463	10.617
-07.01108 	83.0104	-7.24306	10.841	10.28	9.316	10.725	-99.999	10.603	 9.884	10.989
-04.01162 	83.0617	-4.51	8.082	8.09	7.241	8.765	-99.999	8.849	 8.147	9.299
-06.01209 	83.0404	-6.71	7.488	7.412	6.582	8.127	-99.999	8.338	 7.648	8.846
+01.01053 	83.1504	2.08944	8.511	8.348	7.51	9.05	-99.999	9.247	 8.555	9.757
-05.01284 	83.0742	-5.79361	11.356	10.841	9.868	11.269	-99.999	11.143	10.414	11.513
-06.01211 	83.0683	-6.41028	9.871	9.344	8.449	9.947	-99.999	10.076	 9.385	10.58
-47.01884 	82.5367	-47.0744	6.745	6.348	5.26	6.562	-99.999	6.21	 5.464	6.514
+70.00362 	84.7029	70.365	7.262	6.788	5.934	7.453	-99.999	7.639	 6.950	8.138
-04.01163 	83.1108	-4.59389	8.979	8.636	7.778	9.296	-99.999	9.473	 8.779	9.975
-06.01214 	83.0946	-6.29389	10.235	9.939	8.964	10.348	-99.999	10.175	 9.456	10.534
-06.01212 	83.0933	-6.39389	8.162	8.013	7.18	8.734	-99.999	8.94	 8.248	9.456
-16.01165 	82.99	-16.6767	9.07	8.46	7.202	8.376	-99.999	7.766	 6.998	7.977
+64.00536 	84.3208	64.1667	6.564	6.07	5.192	6.686	-99.999	6.847	 6.146	7.334
+18.00877 	83.3658	18.5547	5.029	5.45	4.63	6.182	-99.999	6.244	 5.539	6.705
-06.01210 	83.1213	-6.1275	11.083	10.914	9.895	11.255	-99.999	10.928	10.185	11.24
-68.00375 	81.7696	-68.6208	6.869	6.436	5.471	6.878	-99.999	6.741	 6.018	7.121
+20.00989 	83.4117	20.4711	6.12	6.02	5.18	6.718	-99.999	6.876	 6.179	7.372
-01.00936 	83.1954	-1.02778	9.637	9.215	8.355	9.866	-99.999	10.014	 9.318	10.523
-01.00935 	83.19	-1.59444	4.417	4.911	4.135	5.748	-99.999	6.014	 5.328	6.557
-02.01285 	83.1858	-2.02778	9.291	8.905	8.049	9.553	-99.999	9.7	 9.001	10.185
-35.02348 	82.8117	-35.4761	6.618	5.727	4.336	5.43	-99.999	4.642	 3.859	4.811
+02.00995 	83.2546	2.505	8.83	8.529	7.676	9.212	-99.999	9.402	 8.710	9.915
-00.00988 	83.2387	0.855	8.358	7.947	7.083	8.592	-99.999	8.652	 7.946	9.109
-05.01285 	83.1825	-4.96139	9.52	8.907	7.968	9.412	-99.999	9.443	 8.739	9.895
-06.01216 	83.1637	-6.89444	9.511	9.066	8.202	9.723	-99.999	9.883	 9.191	10.39
-27.02323 	82.94	-27.7433	12.012	11.737	10.626	11.89	-99.999	11.455	10.704	11.724
-02.01286 	83.2342	-2.195	8.87	8.345	7.472	8.958	-99.999	9.091	 8.400	9.583
-05.01286 	83.2046	-5.26139	11.58	11.308	10.277	11.638	-99.999	11.36	10.625	11.692
+03.00958 	83.3108	3.13778	7.27	7.292	6.476	8.036	-99.999	8.26	 7.567	8.774
-01.00938 	83.2683	-1.24528	8.182	7.815	6.96	8.485	-99.999	8.653	 7.963	9.163
-04.01164 	83.2362	-4.56167	7.291	7.527	6.699	8.247	-99.999	8.336	 7.640	8.814
-05.01287 	83.2304	-5.16167	10.901	10.365	9.405	10.831	-99.999	10.744	10.027	11.144
-06.01217 	83.2175	-6.495	9.769	9.546	8.507	9.848	-99.999	9.547	 8.811	9.88
-06.01218 	83.2175	-6.495	9.9	9.394	8.51	10.004	-99.999	10.153	 9.455	10.647
-23.02824 	83.0413	-23.4275	8.591	7.971	7.019	8.443	-99.999	8.465	 7.757	8.904
+02.00998 	83.3283	2.37111	8.995	8.525	7.658	9.167	-99.999	9.315	 8.617	9.812
-01.00939 	83.2887	-1.72889	6.064	6.25	5.429	6.999	-99.999	7.21	 6.512	7.729
+14.00947 	83.4712	14.3203	5.128	5.282	4.483	6.049	-99.999	6.284	 5.596	6.822
-01.00941 	83.3137	-1.72917	9.386	9.01	8.157	9.662	-99.999	9.809	 9.112	10.301
-05.01289 	83.2788	-5.34556	8.72	8.42	7.571	9.102	-99.999	9.279	 8.592	9.795
-05.01288 	83.2763	-5.57889	11.508	11.176	10.188	11.588	-99.999	11.352	10.626	11.704
-65.28061 	83.2508	-8.19556	14.428	13.569	12.109	13.159	-99.999	12.368	11.562	12.391
+00.01113 	83.3612	0.620556	7.901	7.788	6.963	8.516	-99.999	8.754	 8.060	9.243
-04.01166 	83.3133	-4.3625	9.391	8.865	7.985	9.49	-99.999	9.629	 8.935	10.127
-04.01165 	83.3108	-4.62917	9.611	9.106	8.125	9.527	-99.999	9.421	 8.699	9.815
-17.01166 	83.1779	-17.8286	3.89	2.817	1.888	3.348	-99.999	3.314	 2.596	3.725
-34.02301 	82.9721	-34.7608	10.419	10.178	9.185	10.564	-99.999	10.344	 9.613	10.688
-01.00942 	83.37	-1.06278	8.995	8.521	7.65	9.156	-99.999	9.296	 8.593	9.779
-06.01219 	83.3213	-6.11278	11.196	10.769	9.779	11.153	-99.999	10.927	10.199	11.271
-62.00479 	82.3275	-62.3078	10.658	9.228	7.574	8.54	-99.999	7.422	 6.596	7.443
-00.00991 	83.4092	0.403333	9.931	9.363	8.398	9.809	-99.999	9.788	 9.071	10.208
-01.00943 	83.3942	-1.16306	4.54	5.012	4.227	5.835	-99.999	6.096	 5.407	6.632
-07.01115 	83.3317	-7.59611	9.21	8.653	7.756	9.242	-99.999	9.337	 8.637	9.81
-38.02077 	82.965	-38.5611	11.183	10.138	8.87	10.049	-99.999	9.127	 8.341	9.27
-65.00475 	82.1954	-65.4572	8.582	8.199	7.018	8.241	-99.999	7.707	 6.946	7.914
          	83.4492	1.95306	14.735	13.949	12.567	13.676	-99.999	12.37	11.556	12.412
-01.00944 	83.415	-1.58	10.841	10.246	9.33	10.798	-99.999	10.853	10.156	11.317
-06.01223 	83.3717	-6.06306	10.5	9.89	8.966	10.424	-99.999	10.471	 9.767	10.941
-06.01222 	83.3654	-6.71306	10.407	10.154	9.179	10.569	-99.999	10.359	 9.632	10.715
-00.00993 	83.4575	0.203056	9.466	8.878	7.961	9.435	-99.999	9.53	 8.831	10.011
-01.00945 	83.4417	-1.41361	10.953	10.419	9.453	10.869	-99.999	10.774	10.059	11.176
-71.28041 	83.3667	-9.13	15.304	14.449	13.021	14.078	-99.999	13.035	12.219	13.045
-30.02464 	83.1292	-30.5622	8.866	9.077	8.273	9.854	-99.999	10.114	 9.431	10.664
-34.02306 	83.0763	-34.4453	11.612	11.435	10.435	11.822	-99.999	11.53	10.789	11.863
-46.01892 	82.8846	-45.9275	9.312	8.154	6.613	7.63	-99.999	6.665	 5.864	6.75
+01.01058 	83.4938	1.40278	5.836	6.175	5.385	6.985	-99.999	7.254	 6.566	7.796
-05.01291 	83.4321	-5.01361	11.428	11.093	10.072	11.421	-99.999	11.115	10.372	11.429
-05.01292 	83.4304	-5.18028	10.573	10.149	9.172	10.566	-99.999	10.379	 9.660	10.751
-40.01942 	83.0158	-40.0617	10.283	9.651	8.769	10.265	-99.999	10.42	 9.727	10.904
-13.22001 	82.5329	-59.7428	14.012	13.296	11.913	13.007	-99.999	12.38	11.580	12.457
-00.00996 	83.5113	0.6025	7.447	7.364	6.532	8.079	-99.999	8.29	 7.602	8.806
-53.00884 	82.7583	-53.5106	12.218	11.987	11.004	12.375	-99.999	12.102	11.367	12.426
-75.00314 	81.3388	-75.6869	8.081	7.883	6.859	8.207	-99.999	7.903	 7.164	8.209
+29.00936 	83.84	29.2675	11.837	11.417	10.277	11.559	-99.999	11.104	10.354	11.378
+04.00975 	83.5771	4.81861	8.436	8.314	7.481	9.03	-99.999	9.211	 8.519	9.72
-01.00949 	83.5204	-1.03111	5.495	5.847	5.052	6.649	-99.999	6.907	 6.217	7.444
-01.00950 	83.5162	-1.46444	10.045	8.591	6.922	7.882	-99.999	6.748	 5.923	6.763
-01.00948 	83.5138	-1.73111	8.457	8.394	7.55	9.072	-99.999	9.184	 8.494	9.668
-05.01293 	83.4767	-5.5475	11.534	11.214	10.223	11.63	-99.999	11.432	10.696	11.789
-05.01295 	83.4762	-5.5975	9.68	9.404	8.389	9.752	-99.999	9.514	 8.782	9.859
-05.01296 	83.4758	-5.6475	11.197	10.618	9.617	10.989	-99.999	10.828	10.090	11.178
-06.01226 	83.4663	-6.63083	9.914	9.426	8.545	10.044	-99.999	10.19	 9.490	10.68
-07.01118 	83.4633	-6.91417	10.907	10.482	9.493	10.88	-99.999	10.687	 9.955	11.039
-89.23006 	83.2058	-32.3131	15.289	14.415	12.936	13.972	-99.999	12.935	12.106	12.914
-49.01771 	82.9192	-49.0283	7.294	7.139	6.318	7.88	-99.999	8.102	 7.417	8.63
+01.01059 	83.5933	1.35167	8.935	8.507	7.636	9.144	-99.999	9.306	 8.614	9.809
-01.00951 	83.5621	-1.89806	7.891	7.25	6.308	7.738	-99.999	7.771	 7.050	8.22
-06.01227 	83.5142	-6.84778	8.837	8.51	7.637	9.135	-99.999	9.222	 8.521	9.686
-30.02471 	83.2542	-30.5633	12.748	12.406	11.331	12.642	-99.999	12.216	11.455	12.453
+23.00954 	83.8517	24.0336	4.949	5.129	4.322	5.879	-99.999	6.071	 5.377	6.58
+09.00877 	83.6979	9.48444	3.484	4.015	3.235	4.854	-99.999	5.088	 4.394	5.616
+05.00958 	83.66	5.65139	6.11	6.369	5.57	7.149	-99.999	7.396	 6.702	7.928
-00.00999 	83.6142	0.901389	9.043	8.601	7.72	9.203	-99.999	9.32	 8.617	9.796
          	83.5871	-1.89833	11.796	11.37	10.4	11.811	-99.999	11.677	10.942	12.05
-02.01297 	83.5825	-2.38167	8.052	8.08	7.239	8.772	-99.999	8.881	 8.185	9.354
-02.01296 	83.5775	-2.88167	6.025	6.308	5.512	7.096	-99.999	7.34	 6.651	7.868
-05.01298 	83.555	-5.19833	11.458	11.175	10.176	11.548	-99.999	11.301	10.564	11.641
-05.01297 	83.5533	-5.38167	11.172	10.971	9.957	11.321	-99.999	11.005	10.262	11.315
-05.01297 	83.5533	-5.38167	11.289	11.033	10.016	11.369	-99.999	11.047	10.299	11.342
-05.01299 	83.5512	-5.615	11.283	10.945	9.907	11.241	-99.999	10.9	10.159	11.205
-05.01299 	83.5512	-5.615	11.333	10.97	9.925	11.263	-99.999	10.923	10.171	11.233
-00.01002 	83.6354	0.518056	8.623	8.484	7.636	9.163	-99.999	9.274	 8.571	9.742
-00.01003 	83.6404	1.01806	10.414	9.829	8.927	10.405	-99.999	10.492	 9.795	10.97
-04.01168 	83.5883	-4.36528	7.854	7.849	7.025	8.578	-99.999	8.79	 8.104	9.31
-04.01167 	83.5842	-4.79861	7.665	6.989	6.052	7.492	-99.999	7.507	 6.801	7.951
-06.01228 	83.5671	-6.53167	10.617	10.235	9.258	10.666	-99.999	10.529	 9.805	10.915
          	84.0304	34.1658	10.927	10.619	9.758	11.273	-99.999	11.342	10.632	11.812
          	84.0304	34.1658	10.682	10.628	9.776	11.296	-99.999	11.351	10.646	11.802
+34.01098 	84.03	34.1158	9.762	9.902	9.068	10.602	-99.999	10.671	 9.973	11.137
-00.01003 	83.6654	1.01778	10.429	9.824	8.92	10.409	-99.999	10.492	 9.792	10.976
-04.01170 	83.6129	-4.41528	11.723	11.405	10.347	11.666	-99.999	11.299	10.555	11.609
          	83.6033	-5.36528	11.44	11.63	10.645	12.008	-99.999	11.642	10.871	11.843
-38.02085 	83.2154	-38.5133	8.641	7.539	6.053	7.09	-99.999	6.257	 5.460	6.372
+34.01099 	84.0554	34.1489	9.351	9.384	8.538	10.059	-99.999	10.106	 9.394	10.554
          	84.055	34.1322	10.753	10.487	9.616	11.123	-99.999	11.14	10.418	11.566
+09.00879 	83.7771	9.93361	2.378	2.979	2.21	3.824	-99.999	4.074	 3.387	4.607
-01.00952 	83.6633	-1.74917	9.281	8.593	7.622	9.037	-99.999	8.984	 8.265	9.388
-04.01171 	83.6371	-4.48222	7.294	7.196	6.361	7.9	-99.999	8.086	 7.398	8.6
-05.01302 	83.6317	-5.04889	11.204	10.576	9.626	11.042	-99.999	10.966	10.272	11.402
-05.01301 	83.625	-5.71556	10.051	9.377	8.462	9.927	-99.999	9.985	 9.283	10.465
-05.01300 	83.6246	-5.76556	11.334	10.779	9.828	11.258	-99.999	11.222	10.517	11.656
-07.01122 	83.6088	-7.39889	9.682	9.208	8.336	9.844	-99.999	9.991	 9.300	10.497
-35.02367 	83.2913	-35.1472	8.385	7.543	6.177	7.284	-99.999	6.54	 5.759	6.706
          	84.0804	34.1653	9.462	9.637	8.811	10.342	-99.999	10.42	 9.729	10.881
+34.01103 	84.0804	34.1486	8.477	8.752	7.911	9.465	-99.999	9.543	 8.858	10.017
          	84.08	34.1156	11.058	10.866	9.991	11.482	-99.999	11.507	10.799	11.92
+21.00899 	83.9221	21.3994	7.201	7.619	6.793	8.317	-99.999	8.265	 7.549	8.667
+10.00818 	83.805	10.2333	6.223	5.652	4.791	6.297	-99.999	6.297	 5.592	6.724
-01.00953 	83.6963	0.949444	9.556	8.77	7.43	8.561	-99.999	7.772	 6.988	7.934
-04.01172 	83.6629	-4.39917	7.032	7.011	6.179	7.724	-99.999	7.916	 7.221	8.423
          	83.6554	-5.16583	12.251	11.559	10.559	11.911	-99.999	11.438	10.688	11.717
-47.01903 	83.1025	-47.4797	8.657	8.31	7.215	8.507	-99.999	8.103	 7.359	8.392
-64.00452 	82.5754	-63.9272	7.085	6.445	5.49	6.921	-99.999	6.888	 6.178	7.317
-71.00398 	82.1092	-70.8917	9.546	9.342	8.302	9.654	-99.999	9.336	 8.601	9.661
+34.01109 	84.1058	34.1819	8.569	8.821	8.003	9.549	-99.999	9.642	 8.946	10.107
          	84.105	34.1319	9.445	9.561	8.735	10.265	-99.999	10.303	 9.602	10.747
+34.01108 	84.1046	34.0986	9.801	9.85	9.015	10.531	-99.999	10.569	 9.871	11.03
+09.00883 	83.8254	9.76667	7.069	7.312	6.5	8.074	-99.999	8.298	 7.601	8.807
+09.00881 	83.8242	9.61667	6.099	6.4	5.596	7.176	-99.999	7.394	 6.707	7.918
+05.00962 	83.7833	5.46667	8.736	8.345	7.474	8.984	-99.999	9.004	 8.299	9.459
-00.01005 	83.7329	0.250278	6.95	6.868	6.03	7.578	-99.999	7.771	 7.075	8.276
-05.01304 	83.6808	-5.13278	10.138	9.583	8.684	10.164	-99.999	10.286	 9.588	10.774
-06.01230 	83.6725	-5.98278	11.133	10.983	9.954	11.31	-99.999	10.995	10.240	11.313
-48.01857 	83.1171	-47.9633	8.863	8.566	7.723	9.253	-99.999	9.453	 8.766	9.969
+40.01346 	84.2221	40.1811	8.325	7.635	6.402	7.589	-99.999	6.863	 6.090	7.061
+34.01110 	84.1308	34.1817	8.759	9.003	8.183	9.728	-99.999	9.813	 9.116	10.273
-00.01006 	83.7646	0.95	8.06	7.866	7.018	8.544	-99.999	8.687	 7.994	9.172
-04.01173 	83.7158	-4.09972	6.374	6.402	5.59	7.157	-99.999	7.417	 6.727	7.921
-05.01306 	83.7042	-5.31639	11.929	10.917	9.901	11.274	-99.999	10.912	10.166	11.187
-05.01305 	83.7017	-5.56639	8.732	8.039	7.152	8.641	-99.999	8.656	 7.949	9.087
          	83.6975	-5.99972	9.649	9.183	8.306	9.82	-99.999	9.97	 9.279	10.47
-06.01231 	83.6975	-5.99972	8.052	8.069	7.243	8.803	-99.999	9.02	 8.333	9.538
+34.01113 	84.1562	34.1981	8.765	9.102	8.273	9.801	-99.999	9.825	 9.120	10.26
-00.01007 	83.7842	0.399722	7.158	7.19	6.375	7.935	-99.999	8.171	 7.480	8.685
-04.01174 	83.7383	-4.35	10.729	10.423	9.407	10.765	-99.999	10.515	 9.786	10.864
-04.01176 	83.7383	-4.35	7.173	7.257	6.436	8.004	-99.999	8.232	 7.538	8.746
-04.01177 	83.7367	-4.53333	10.485	9.939	8.985	10.41	-99.999	10.338	 9.627	10.747
-04.01175 	83.7342	-4.76667	9.179	8.839	7.965	9.471	-99.999	9.558	 8.860	10.02
-05.01308 	83.7271	-5.5	9.026	8.808	7.959	9.492	-99.999	9.655	 8.956	10.149
-83.27046 	83.5642	-21.3492	14.878	14.001	12.511	13.566	-99.999	12.757	11.942	12.753
-00.01009 	83.8137	0.866111	6.491	6.675	5.858	7.424	-99.999	7.646	 6.958	8.172
-00.01008 	83.8154	1.03278	9.974	9.492	8.587	10.041	-99.999	10.138	 9.434	10.571
-01.00955 	83.7921	-1.40028	10.06	9.553	8.642	10.104	-99.999	10.159	 9.455	10.604
-04.01178 	83.7633	-4.36694	9.351	8.829	7.937	9.415	-99.999	9.539	 8.838	10.025
-04.01179 	83.7596	-4.73361	6.904	7.057	6.237	7.802	-99.999	7.99	 7.301	8.499
-05.01309 	83.7562	-5.08361	12.275	11.474	10.467	11.878	-99.999	11.63	10.904	12.005
-05.01310 	83.7562	-5.10028	11.855	11.142	10.161	11.547	-99.999	11.186	10.459	11.502
-06.01233 	83.7471	-6.01667	4.734	5.207	4.434	6.046	-99.999	6.339	 5.653	6.89
-06.01234 	83.7471	-6.01667	3.681	4.255	3.498	5.127	-99.999	5.44	 4.759	6.001
